uid,name,corpus,tier,png_path,gt_svg_path
noto-emoji/emoji_u1f3c4_1f3fd_200d_2642@128,emoji_u1f3c4_1f3fd_200d_2642,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f3c4_1f3fd_200d_2642.png,data\corpus_svg\noto-emoji\emoji_u1f3c4_1f3fd_200d_2642.svg
noto-emoji/emoji_u1f3cb_1f3fd@128,emoji_u1f3cb_1f3fd,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f3cb_1f3fd.png,data\corpus_svg\noto-emoji\emoji_u1f3cb_1f3fd.svg
noto-emoji/emoji_u1f3cb_200d_2640@128,emoji_u1f3cb_200d_2640,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f3cb_200d_2640.png,data\corpus_svg\noto-emoji\emoji_u1f3cb_200d_2640.svg
noto-emoji/emoji_u1f3cc_1f3fc@128,emoji_u1f3cc_1f3fc,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f3cc_1f3fc.png,data\corpus_svg\noto-emoji\emoji_u1f3cc_1f3fc.svg
noto-emoji/emoji_u1f3cf@128,emoji_u1f3cf,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f3cf.png,data\corpus_svg\noto-emoji\emoji_u1f3cf.svg
noto-emoji/emoji_u1f3d7@128,emoji_u1f3d7,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f3d7.png,data\corpus_svg\noto-emoji\emoji_u1f3d7.svg
noto-emoji/emoji_u1f3f9@128,emoji_u1f3f9,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f3f9.png,data\corpus_svg\noto-emoji\emoji_u1f3f9.svg
noto-emoji/emoji_u1f44b_1f3fb@128,emoji_u1f44b_1f3fb,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f44b_1f3fb.png,data\corpus_svg\noto-emoji\emoji_u1f44b_1f3fb.svg
noto-emoji/emoji_u1f44b_1f3fd@128,emoji_u1f44b_1f3fd,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f44b_1f3fd.png,data\corpus_svg\noto-emoji\emoji_u1f44b_1f3fd.svg
noto-emoji/emoji_u1f44d_1f3fc@128,emoji_u1f44d_1f3fc,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f44d_1f3fc.png,data\corpus_svg\noto-emoji\emoji_u1f44d_1f3fc.svg
noto-emoji/emoji_u1f450_1f3fc@128,emoji_u1f450_1f3fc,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f450_1f3fc.png,data\corpus_svg\noto-emoji\emoji_u1f450_1f3fc.svg
noto-emoji/emoji_u1f468_1f3fd_200d_2764_200d_1f468_1f3fe@128,emoji_u1f468_1f3fd_200d_2764_200d_1f468_1f3fe,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f468_1f3fd_200d_2764_200d_1f468_1f3fe.png,data\corpus_svg\noto-emoji\emoji_u1f468_1f3fd_200d_2764_200d_1f468_1f3fe.svg
noto-emoji/emoji_u1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fe@128,emoji_u1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fe,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fe.png,data\corpus_svg\noto-emoji\emoji_u1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fe.svg
noto-emoji/emoji_u1f468_200d_1f3a8@128,emoji_u1f468_200d_1f3a8,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f468_200d_1f3a8.png,data\corpus_svg\noto-emoji\emoji_u1f468_200d_1f3a8.svg
noto-emoji/emoji_u1f468_200d_1f469_200d_1f466_200d_1f466@128,emoji_u1f468_200d_1f469_200d_1f466_200d_1f466,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f468_200d_1f469_200d_1f466_200d_1f466.png,data\corpus_svg\noto-emoji\emoji_u1f468_200d_1f469_200d_1f466_200d_1f466.svg
noto-emoji/emoji_u1f469_1f3fb_200d_2708@128,emoji_u1f469_1f3fb_200d_2708,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f469_1f3fb_200d_2708.png,data\corpus_svg\noto-emoji\emoji_u1f469_1f3fb_200d_2708.svg
noto-emoji/emoji_u1f469_1f3fc_200d_1f33e@128,emoji_u1f469_1f3fc_200d_1f33e,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f469_1f3fc_200d_1f33e.png,data\corpus_svg\noto-emoji\emoji_u1f469_1f3fc_200d_1f33e.svg
noto-emoji/emoji_u1f469_1f3fc_200d_1f9af_200d_27a1@128,emoji_u1f469_1f3fc_200d_1f9af_200d_27a1,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f469_1f3fc_200d_1f9af_200d_27a1.png,data\corpus_svg\noto-emoji\emoji_u1f469_1f3fc_200d_1f9af_200d_27a1.svg
noto-emoji/emoji_u1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fe@128,emoji_u1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fe,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fe.png,data\corpus_svg\noto-emoji\emoji_u1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fe.svg
noto-emoji/emoji_u1f469_1f3fd_200d_1f393@128,emoji_u1f469_1f3fd_200d_1f393,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f469_1f3fd_200d_1f393.png,data\corpus_svg\noto-emoji\emoji_u1f469_1f3fd_200d_1f393.svg
noto-emoji/emoji_u1f469_1f3fe_200d_1f9af_200d_27a1@128,emoji_u1f469_1f3fe_200d_1f9af_200d_27a1,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f469_1f3fe_200d_1f9af_200d_27a1.png,data\corpus_svg\noto-emoji\emoji_u1f469_1f3fe_200d_1f9af_200d_27a1.svg
noto-emoji/emoji_u1f469_1f3ff_200d_2764_200d_1f468_1f3fb@128,emoji_u1f469_1f3ff_200d_2764_200d_1f468_1f3fb,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f469_1f3ff_200d_2764_200d_1f468_1f3fb.png,data\corpus_svg\noto-emoji\emoji_u1f469_1f3ff_200d_2764_200d_1f468_1f3fb.svg
noto-emoji/emoji_u1f469_1f3ff_200d_2764_200d_1f469_1f3fe@128,emoji_u1f469_1f3ff_200d_2764_200d_1f469_1f3fe,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f469_1f3ff_200d_2764_200d_1f469_1f3fe.png,data\corpus_svg\noto-emoji\emoji_u1f469_1f3ff_200d_2764_200d_1f469_1f3fe.svg
noto-emoji/emoji_u1f469_200d_1f469_200d_1f467_200d_1f466@128,emoji_u1f469_200d_1f469_200d_1f467_200d_1f466,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f469_200d_1f469_200d_1f467_200d_1f466.png,data\corpus_svg\noto-emoji\emoji_u1f469_200d_1f469_200d_1f467_200d_1f466.svg
noto-emoji/emoji_u1f46a@128,emoji_u1f46a,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f46a.png,data\corpus_svg\noto-emoji\emoji_u1f46a.svg
noto-emoji/emoji_u1f46d_1f3fc@128,emoji_u1f46d_1f3fc,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f46d_1f3fc.png,data\corpus_svg\noto-emoji\emoji_u1f46d_1f3fc.svg
noto-emoji/emoji_u1f46f@128,emoji_u1f46f,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f46f.png,data\corpus_svg\noto-emoji\emoji_u1f46f.svg
noto-emoji/emoji_u1f470_1f3fb_200d_2640@128,emoji_u1f470_1f3fb_200d_2640,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f470_1f3fb_200d_2640.png,data\corpus_svg\noto-emoji\emoji_u1f470_1f3fb_200d_2640.svg
noto-emoji/emoji_u1f470_1f3ff_200d_2640@128,emoji_u1f470_1f3ff_200d_2640,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f470_1f3ff_200d_2640.png,data\corpus_svg\noto-emoji\emoji_u1f470_1f3ff_200d_2640.svg
noto-emoji/emoji_u1f478_1f3fd@128,emoji_u1f478_1f3fd,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f478_1f3fd.png,data\corpus_svg\noto-emoji\emoji_u1f478_1f3fd.svg
noto-emoji/emoji_u1f481_1f3fb@128,emoji_u1f481_1f3fb,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f481_1f3fb.png,data\corpus_svg\noto-emoji\emoji_u1f481_1f3fb.svg
noto-emoji/emoji_u1f499@128,emoji_u1f499,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f499.png,data\corpus_svg\noto-emoji\emoji_u1f499.svg
noto-emoji/emoji_u1f4cc@128,emoji_u1f4cc,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f4cc.png,data\corpus_svg\noto-emoji\emoji_u1f4cc.svg
noto-emoji/emoji_u1f4e5@128,emoji_u1f4e5,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f4e5.png,data\corpus_svg\noto-emoji\emoji_u1f4e5.svg
noto-emoji/emoji_u1f526@128,emoji_u1f526,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f526.png,data\corpus_svg\noto-emoji\emoji_u1f526.svg
noto-emoji/emoji_u1f573@128,emoji_u1f573,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f573.png,data\corpus_svg\noto-emoji\emoji_u1f573.svg
noto-emoji/emoji_u1f587@128,emoji_u1f587,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f587.png,data\corpus_svg\noto-emoji\emoji_u1f587.svg
noto-emoji/emoji_u1f596_1f3fe@128,emoji_u1f596_1f3fe,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f596_1f3fe.png,data\corpus_svg\noto-emoji\emoji_u1f596_1f3fe.svg
noto-emoji/emoji_u1f642_200d_2195@128,emoji_u1f642_200d_2195,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f642_200d_2195.png,data\corpus_svg\noto-emoji\emoji_u1f642_200d_2195.svg
noto-emoji/emoji_u1f645_200d_2640@128,emoji_u1f645_200d_2640,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f645_200d_2640.png,data\corpus_svg\noto-emoji\emoji_u1f645_200d_2640.svg
noto-emoji/emoji_u1f645_200d_2642@128,emoji_u1f645_200d_2642,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f645_200d_2642.png,data\corpus_svg\noto-emoji\emoji_u1f645_200d_2642.svg
noto-emoji/emoji_u1f648@128,emoji_u1f648,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f648.png,data\corpus_svg\noto-emoji\emoji_u1f648.svg
noto-emoji/emoji_u1f64b_1f3fe_200d_2640@128,emoji_u1f64b_1f3fe_200d_2640,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f64b_1f3fe_200d_2640.png,data\corpus_svg\noto-emoji\emoji_u1f64b_1f3fe_200d_2640.svg
noto-emoji/emoji_u1f64d_1f3fc@128,emoji_u1f64d_1f3fc,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f64d_1f3fc.png,data\corpus_svg\noto-emoji\emoji_u1f64d_1f3fc.svg
noto-emoji/emoji_u1f688@128,emoji_u1f688,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f688.png,data\corpus_svg\noto-emoji\emoji_u1f688.svg
noto-emoji/emoji_u1f695@128,emoji_u1f695,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f695.png,data\corpus_svg\noto-emoji\emoji_u1f695.svg
noto-emoji/emoji_u1f6a3@128,emoji_u1f6a3,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f6a3.png,data\corpus_svg\noto-emoji\emoji_u1f6a3.svg
noto-emoji/emoji_u1f6b4_1f3fd@128,emoji_u1f6b4_1f3fd,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f6b4_1f3fd.png,data\corpus_svg\noto-emoji\emoji_u1f6b4_1f3fd.svg
noto-emoji/emoji_u1f6b6_1f3fd_200d_2642_200d_27a1@128,emoji_u1f6b6_1f3fd_200d_2642_200d_27a1,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f6b6_1f3fd_200d_2642_200d_27a1.png,data\corpus_svg\noto-emoji\emoji_u1f6b6_1f3fd_200d_2642_200d_27a1.svg
noto-emoji/emoji_u1f6cc_1f3fd@128,emoji_u1f6cc_1f3fd,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f6cc_1f3fd.png,data\corpus_svg\noto-emoji\emoji_u1f6cc_1f3fd.svg
noto-emoji/emoji_u1f6e9@128,emoji_u1f6e9,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f6e9.png,data\corpus_svg\noto-emoji\emoji_u1f6e9.svg
noto-emoji/emoji_u1f7e2@128,emoji_u1f7e2,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f7e2.png,data\corpus_svg\noto-emoji\emoji_u1f7e2.svg
noto-emoji/emoji_u1f914@128,emoji_u1f914,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f914.png,data\corpus_svg\noto-emoji\emoji_u1f914.svg
noto-emoji/emoji_u1f91c_1f3fe@128,emoji_u1f91c_1f3fe,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f91c_1f3fe.png,data\corpus_svg\noto-emoji\emoji_u1f91c_1f3fe.svg
noto-emoji/emoji_u1f932@128,emoji_u1f932,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f932.png,data\corpus_svg\noto-emoji\emoji_u1f932.svg
noto-emoji/emoji_u1f938_200d_2640@128,emoji_u1f938_200d_2640,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f938_200d_2640.png,data\corpus_svg\noto-emoji\emoji_u1f938_200d_2640.svg
noto-emoji/emoji_u1f93c_200d_2640@128,emoji_u1f93c_200d_2640,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f93c_200d_2640.png,data\corpus_svg\noto-emoji\emoji_u1f93c_200d_2640.svg
noto-emoji/emoji_u1f93d_1f3fb_200d_2640@128,emoji_u1f93d_1f3fb_200d_2640,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f93d_1f3fb_200d_2640.png,data\corpus_svg\noto-emoji\emoji_u1f93d_1f3fb_200d_2640.svg
noto-emoji/emoji_u1f93e_1f3fe@128,emoji_u1f93e_1f3fe,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f93e_1f3fe.png,data\corpus_svg\noto-emoji\emoji_u1f93e_1f3fe.svg
noto-emoji/emoji_u1f955@128,emoji_u1f955,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f955.png,data\corpus_svg\noto-emoji\emoji_u1f955.svg
noto-emoji/emoji_u1f98e@128,emoji_u1f98e,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f98e.png,data\corpus_svg\noto-emoji\emoji_u1f98e.svg
noto-emoji/emoji_u1f9cd_1f3fb@128,emoji_u1f9cd_1f3fb,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9cd_1f3fb.png,data\corpus_svg\noto-emoji\emoji_u1f9cd_1f3fb.svg
noto-emoji/emoji_u1f9cf_1f3fe_200d_2642@128,emoji_u1f9cf_1f3fe_200d_2642,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9cf_1f3fe_200d_2642.png,data\corpus_svg\noto-emoji\emoji_u1f9cf_1f3fe_200d_2642.svg
noto-emoji/emoji_u1f9d1_1f3fc_200d_1f91d_200d_1f9d1_1f3fd@128,emoji_u1f9d1_1f3fc_200d_1f91d_200d_1f9d1_1f3fd,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9d1_1f3fc_200d_1f91d_200d_1f9d1_1f3fd.png,data\corpus_svg\noto-emoji\emoji_u1f9d1_1f3fc_200d_1f91d_200d_1f9d1_1f3fd.svg
noto-emoji/emoji_u1f9d1_1f3fc_200d_1f9b1@128,emoji_u1f9d1_1f3fc_200d_1f9b1,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9d1_1f3fc_200d_1f9b1.png,data\corpus_svg\noto-emoji\emoji_u1f9d1_1f3fc_200d_1f9b1.svg
noto-emoji/emoji_u1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fe@128,emoji_u1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fe,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fe.png,data\corpus_svg\noto-emoji\emoji_u1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fe.svg
noto-emoji/emoji_u1f9d1_1f3fd_200d_1faef_200d_1f9d1_1f3fb@128,emoji_u1f9d1_1f3fd_200d_1faef_200d_1f9d1_1f3fb,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9d1_1f3fd_200d_1faef_200d_1f9d1_1f3fb.png,data\corpus_svg\noto-emoji\emoji_u1f9d1_1f3fd_200d_1faef_200d_1f9d1_1f3fb.svg
noto-emoji/emoji_u1f9d1_1f3fe_200d_1f9b0@128,emoji_u1f9d1_1f3fe_200d_1f9b0,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9d1_1f3fe_200d_1f9b0.png,data\corpus_svg\noto-emoji\emoji_u1f9d1_1f3fe_200d_1f9b0.svg
noto-emoji/emoji_u1f9d1_1f3fe_200d_1f9b2@128,emoji_u1f9d1_1f3fe_200d_1f9b2,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9d1_1f3fe_200d_1f9b2.png,data\corpus_svg\noto-emoji\emoji_u1f9d1_1f3fe_200d_1f9b2.svg
noto-emoji/emoji_u1f9d1_200d_2695@128,emoji_u1f9d1_200d_2695,noto-emoji,128,M:\AI STORAGE\SVGIfication\bench\data\corpus_raster\noto-emoji\128\emoji_u1f9d1_200d_2695.png,data\corpus_svg\noto-emoji\emoji_u1f9d1_200d_2695.svg
